,glottocode,name,isocodes,macroarea,latitude,longitude
10395,mmaa1238,Mmaala,mmu,Africa,4.52188,11.0599
10397,mmen1238,Mmen,bfm,Africa,6.43213,10.2541
10404,moba1244,Moba,mfq,Africa,10.9496,0.159565
10405,mobi1236,Mobilian,mod,North America,30.47,-91.75
10407,mobu1235,Mobumrin Aizi,ahm,Africa,5.26847,-4.47303
10409,moch1255,Mócheno,mhn,Eurasia,46.4916,10.8087
10410,moch1256,Mochi,old,Africa,-3.33743,37.3357
10411,moch1259,Mochica,omc,South America,-8.01667,-79.0
10412,moch1257,Mocho,mhc,North America,15.4538,-92.1734
10414,moco1246,Mocoví,moc,South America,-28.097,-60.4145
10416,moda1242,Mo'da,gbn,Africa,6.1463,29.7355
10417,moda1244,Modang,mxd,Papunesia,0.80793,116.573
10421,mode1248,Modern Greek,ell,Eurasia,42.3224,24.8699
10422,hebr1245,Modern Hebrew,heb,Eurasia,31.1056,35.0179
10424,modo1249,Modole,mqo,Papunesia,1.40199,127.752
10425,moer1240,Moere,mvq,Papunesia,-4.62246,145.458
10427,mofu1248,Mofu-Gudur,mif,Africa,10.567,14.0314
10434,mogh1245,Mogholi,mhj,Eurasia,34.2504,62.2802
10435,mogu1251,Mogum,mou,Africa,11.5199,18.6082
10439,moha1256,Mohave,mov,North America,34.8866,-114.599
10440,moha1258,Mohawk,moh,North America,43.72,-74.66836
10441,mohe1244,Mohegan-Montauk-Narragansett,mof,North America,41.8581,-72.1701
10447,moic1236,Moi (Congo),mow,Africa,-1.72413,16.4556
10448,moii1235,Moi (Indonesia),mxn,Papunesia,-0.96532,131.52
10449,moik1239,Moikodi,mkp,Papunesia,-9.60232,148.312
10451,moin1241,Moingi,mwz,Africa,1.20615,23.5035
10453,moji1238,Moji,ymi,Eurasia,23.086,103.464
10454,mokk1243,Mok,mqt,Eurasia,18.9117,99.5821
10455,moke1242,Moken,mwt,Eurasia,10.1474,98.6765
10456,moke1240,Mokerang,mft,Papunesia,-2.01602,147.423
10457,moki1238,Mokilese,mkj,Papunesia,6.65651,159.776
10460,mokl1243,Moklen,mkm,Eurasia,8.16761,98.3176
10462,moko1243,Mokole,mkl,Africa,11.0438,3.05998
10466,mokp1239,Mokpwe,bri,Africa,4.24178,9.23887
10467,moks1249,Moksela,vms,Papunesia,-3.098,128.654
10468,moks1248,Moksha,mdf,Eurasia,54.1855,42.6728
10469,amol1235,Mol,alx,Papunesia,-3.46843,142.532
10470,mola1238,Molale,mbe,North America,44.556,-122.857
10471,molb1237,Molbog,pwm,Papunesia,7.956663,117.030502
10473,mold1243,Moldova Sign Language,vsi,Eurasia,47.107,28.694
10474,mole1238,Molengue,bxc,Africa,1.3718,9.61289
10478,moli1248,Molima,mox,Papunesia,-9.57457,150.614
10481,molm1235,Molmo One,aun,Papunesia,-3.38127,141.806
10482,molo1257,Molo,zmo,Africa,10.793,33.5677
10484,molo1262,Molof,msl,Papunesia,-3.41946,140.557
10486,molo1266,Moloko,mlw,Africa,10.7933,14.2521
10492,moma1242,Moma,myl,Papunesia,-1.4313,120.009
10493,moma1243,Momare,msz,Papunesia,-6.3409,147.79
10495,momb1254,Mombo Dogon,dmb,Africa,14.376155,-3.664799
10496,nucl1452,Mombum,mso,Papunesia,-8.27141,138.773
10498,momi1242,Momina,mmb,Papunesia,-4.812,139.821
10499,momj1237,Mom Jango,ver,Africa,8.8658,12.7473
10500,nort2917,Momogo-Pupis-Irogo,nks,Papunesia,-4.89854,138.405
10501,fass1245,Momu-Fas,fqs,Papunesia,-3.10868,141.64
10502,momu1241,Momuna,mqf,Papunesia,-5.04431,139.26
10504,monn1252,Mon,mnw,Eurasia,15.49394,98.122465
10505,mona1241,Monastic Sign Language,mzg,Eurasia,41.9026,12.452
10508,mond1265,Mondropolon,npn,Papunesia,-2.01359,146.931
10514,mong1338,Mongo,lol,Africa,-1.54228,20.4259
10518,mong1344,Mongol,mgt,Papunesia,-4.30038,143.965
10519,mong1330,Mongolia Buriat,bxm,Eurasia,48.7686,109.005
10520,mong1264,Mongolian Sign Language,msr,Eurasia,48.6852,107.528
10522,mong1342,Mongondow,mog,Papunesia,0.64616,124.114
10524,moni1261,Moni,mnz,Papunesia,-3.72962,136.886
10529,mono1273,Mono-Alu,mte,Papunesia,-7.05102,155.76
10531,mono1269,Mono (Cameroon),mru,Africa,8.78372,14.2254
10532,mono1270,Mono (Democratic Republic of Congo),mnh,Africa,4.57915,19.8264
10534,mono1268,Monom,moo,Eurasia,14.5948,108.348
10535,mono1275,Mono (USA),mnr,North America,37.1935,-119.347
10537,mons1234,Monsang Naga,nmh,Eurasia,24.5322,94.2164
10538,mont1268,Montagnais,moe,North America,49.0533,-68.7376
10542,mont1280,Montol,mtl,Africa,9.01778,9.65014
10543,nucl1458,Monumbo,mxk,Papunesia,-4.2717,144.95
10546,monz1249,Monzombo,moj,Africa,3.19008,18.5129
10548,mooo1239,Moo,gwg,Africa,9.44081,11.204
10553,moos1236,Moose Cree,crm,North America,51.0686,-80.6912
10554,mopa1243,Mopán Maya,mop,North America,16.3533,-89.0673
10557,mora1239,Moraid,msg,Papunesia,-1.04083,131.965
10561,mora1273,Morawa,mze,Papunesia,-10.1321,148.671
10563,morb1239,Mor (Bomberai Peninsula),moq,Papunesia,-2.85747,132.845
10566,more1259,Morelos Nahuatl,nhm,North America,18.9161,-99.1322
10567,more1262,Morerebi,xmo,South America,-8.66822,-61.3858
10568,rori1237,Mores,rga,Papunesia,-15.4048,166.843
10569,more1258,Moresada,msx,Papunesia,-4.57497,144.988
10571,mori1269,Mori Atas,mzq,Papunesia,-2.2555,121.035
10572,mori1268,Mori Bawah,xmz,Papunesia,-2.56016,121.37
10575,mori1271,Morigi,mdb,Papunesia,-7.62961,143.88
10580,mori1278,Morisyen,mfe,Africa,-20.2613,57.5517
10582,morm1235,Mor (Mor Islands),mhz,Papunesia,-2.87055,135.95
10583,moro1285,Moro,mor,Africa,10.9194,30.2138
10584,moro1292,Moroccan Arabic,ary,Africa,32.5,-7.5
10585,moro1242,Moroccan Sign Language,xms,Africa,32.139,-7.69607
10587,moro1284,Morokodo,mgc,Africa,5.5103,30.0229
10588,moro1281,Morom,bdo,Africa,12.14611,17.64653
10589,moro1287,Moronene,mqn,Papunesia,-4.62361,121.824
10591,iwur1240,Morop-Dintere,iwo,Papunesia,-5.11036,140.823
10593,moro1286,Morouas,mrp,Papunesia,-15.3498,166.891
10594,mort1237,Mortlockese,mrl,Papunesia,7.35087,151.617
10595,moru1253,Moru,mgd,Africa,5.1232,30.3287
10599,mose1249,Mosetén-Chimané,cas,South America,-14.64448,-67.83756
10601,mosi1248,Mosimo,mqv,Papunesia,-4.95226,145.605
10602,mosk1236,Moskona,mtj,Papunesia,-1.62201,133.145
10603,moss1236,Mossi,mos,Africa,10.4524,-1.17278
10604,mota1237,Mota,mtt,Papunesia,-13.848538,167.694894
10605,temb1272,Motembo-Kunda-Buja,tmv,Africa,2.0246,20.36849
10610,motu1246,Motu,meu,Papunesia,-9.67492,147.424
10613,mouk1239,Mouk-Aria,mwh,Papunesia,-5.71155,149.158
10614,moun1252,Mountain Koiali,kpx,Papunesia,-9.06973,147.384
10618,movi1243,Movima,mzp,South America,-13.8115,-65.6348
10619,tang1347,Movono,tgp,Papunesia,-15.5643,166.958
10622,moya1235,Moyadan Itneg,ity,Papunesia,17.4232,120.702
10624,moyo1238,Moyon,nmo,Eurasia,24.4793,94.3421
10625,moza1235,Mozambican Sign Language,mzy,Africa,-19.811,34.613
10626,lomw1241,Mozambique Lomwe,ngl,Africa,-16.0381,37.2437
10627,moza1249,Mozarabic,mxi,Eurasia,37.8763,-1.79724
10629,mpad1242,Mpade,mpi,Africa,12.4609,14.5833
10635,mpii1239,Mpi,mpz,Eurasia,18.1717,100.21
10636,mpie1238,Mpiemo,mcx,Africa,3.45776,15.5246
10641,mpon1254,Mpongmpong,mgg,Africa,3.14015,14.866
10644,mpot1240,Mpoto,mpa,Africa,-11.1377,34.7127
10645,mpot1241,Mpotovoro,mvt,Papunesia,-15.8988,167.232
10648,mpur1239,Mpur,akc,Papunesia,-0.7489,133.166
10656,mroc1235,Mro Chin,cmr,Eurasia,19.71,93.995
10657,mruu1242,Mru,mro,Eurasia,24.154,90.6317
10658,mser1242,Mser,kqx,Africa,11.9765,15.0373
10660,mtir1236,Mt. Iraya Agta,atl,Papunesia,13.4588,123.552
10661,mtir1235,Mt. Iriga Agta,agz,Papunesia,13.4566,123.463
10663,tail1246,Muak,tlq,Eurasia,21.4293,100.985
10665,mual1241,Mualang,mtd,Papunesia,0.31083,111.077
10668,muba1238,Mubami,tsx,Papunesia,-7.5501,142.998
10669,mubi1246,Mubi,mub,Africa,12.6893,19.5902
10672,muda1235,Muda,ymd,Eurasia,21.95,100.6
10673,mudb1240,Mudbura,mwd,Australia,-16.7694,132.329
10674,mudh1235,Mudhili Gadaba,gau,Eurasia,18.276,83.378
10676,mudu1242,Muduapa,wiv,Papunesia,-4.69751,149.489
10678,mudu1241,Mudu Koraga,vmd,Eurasia,12.6224,75.1061
10681,mufi1238,Mufian,aoj,Papunesia,-3.57932,142.955
10687,mugo1238,Mugom,muk,Eurasia,30.8983,79.4664
10691,muin1242,Muinane,bmr,South America,-0.8652,-72.4249
10695,mukh1238,Mukha-Dora,mmk,Eurasia,17.4467,81.5663
10700,muku1242,Mukulu,moz,Africa,11.8644,18.1822
10701,mula1254,Mulaha,mfw,Papunesia,-9.68333,147.45
10702,mula1253,Mulam,mlm,Eurasia,24.8151,108.928
10705,mull1237,Mullukmulluk,mpb,Australia,-13.2973,130.615
10706,mull1244,Mullu Kurumba,kpb,Eurasia,11.29,76.7
10711,mulu1243,Muluridyi,vmu,Australia,-17.0601,145.329
10713,mumm1238,Mum,kqa,Papunesia,-4.83462,145.059
10715,nucl1240,Mumuye,mzm,Africa,8.90347,11.71545
10717,muna1247,Muna,mnb,Papunesia,-5.40419,122.541
10719,munc1235,Mün Chin,mwq,Eurasia,20.289,94.3929
10720,mund1321,Munda,unx,Eurasia,25.0391,87.1792
10722,mund1328,Mundabli,boe,Africa,6.59969,10.2704
10723,mund1325,Mundang,mua,Africa,9.83195,14.4751
10724,mund1327,Mundani,mnf,Africa,5.68073,9.91533
10726,mund1320,Mundari,unr,Eurasia,25.0391,87.1792
10728,mund1334,Mundat,mmf,Africa,9.15151,8.76875
10729,mund1326,Mündü,muh,Africa,4.22755,29.9967
10730,mund1330,Mundurukú,myu,South America,-8.41095,-57.691
10733,mung1266,Mungaka,mhk,Africa,5.89752,10.0294
10734,abar1238,Mungbam,mij,Africa,6.5805,10.2267
10736,mung1269,Munggui,mth,Papunesia,-1.66773,135.918
10738,mung1272,Mungkip,mpv,Papunesia,-6.46208,146.747
10742,muni1258,Muniche,myr,South America,-5.80546,-76.2811
10744,muni1257,Munit,mtc,Papunesia,-5.24329,145.548
10745,munj1244,Munji,mnj,Eurasia,35.9321,70.9404
10748,muns1251,Munsee,umu,North America,42.5968,-81.9166
10754,muon1246,Muong,mtq,Eurasia,20.7374,105.186
10758,mura1271,Muratayak,asx,Papunesia,-5.74416,146.54
10763,muri1259,Murik (Malaysia),mxr,Papunesia,3.7519,114.434
10764,muri1260,Murik (Papua New Guinea),mtf,Papunesia,-3.86959,144.166
10765,murk1238,Murkim,rmh,Papunesia,-4.07548,140.913
10766,murl1244,Murle,mur,Africa,6.69756,33.988
10772,murr1258,Murrinh-Patha,mwf,Australia,-14.74852,129.70152
10775,murs1242,Mursi,muz,Africa,5.69801,36.0971
10777,muru1274,Murui Huitoto,huu,South America,-1.13669,-73.8331
10780,muru1273,Murupi,mqw,Papunesia,-5.0245,145.606
10782,muru1266,Muruwari,zmu,Australia,-28.9618,146.546
10786,musa1265,Musar,mmi,Papunesia,-4.70258,145.413
10788,musa1263,Musasa,smm,Eurasia,26.7329,87.5304
10790,muse1242,Musey,mse,Africa,9.81612,15.4115
10792,musg1254,Musgu,mug,Africa,10.8439,15.1065
10793,mush1238,Mushungulu,xma,Africa,0.00689,42.6626
10794,musi1241,Musi,mui,Papunesia,-2.93987,103.945
10795,musk1256,Muskum,mje,Africa,11.5697,15.4113
10796,musl1236,Muslim Tat,ttt,Eurasia,41.425062,46.645589
10797,muso1238,Musom,msu,Papunesia,-6.53817,146.93
10799,muss1246,Mussau-Emira,emi,Papunesia,-1.44105,149.624
10803,muth1236,Muthuvan,muv,Eurasia,10.3524,76.7328
10806,mutu1242,Mutu,tuc,Papunesia,-5.79405,148.014
10810,muya1239,Muya,mvm,Eurasia,29.8226,102.205
10811,muya1243,Muyang,muy,Africa,10.86047,14.21246
10812,muyu1244,Muyuw,myw,Papunesia,-9.195,152.731
10813,muzi1235,Muzi,ymz,Eurasia,23.086,103.464
10817,mvan1238,Mvano,mcj,Africa,6.75724,11.1843
10823,mvub1239,Mvuba,mxh,Africa,0.7398,29.6656
10825,mwag1236,Mwaghavul,sur,Africa,9.47205,8.96522
10826,mwal1237,Mwali Comorian,wlc,Africa,-12.3164,43.741
10831,mwan1250,Mwan,moa,Africa,7.87533,-5.94577
10833,mwan1247,Mwani,wmw,Africa,-12.5821,40.4601
10835,mwat1237,Mwatebu,mwa,Papunesia,-10.0271,151.066
10837,mwer1248,Mwera (Chimwera),mwe,Africa,-9.75639,38.8762
10838,mwer1247,Mwera (Nyasa),mjh,Africa,-11.3304,34.8959
10845,mwim1241,Mwimbi-Muthambi,mws,Africa,-0.11968,37.5939
10847,motl1237,Mwotlap,mlv,Papunesia,-13.6535,167.673
10849,myen1241,Myene,mye,Africa,-1.48741,9.50247
10853,mzie1235,Mzieme Naga,nme,Eurasia,25.4779,93.71
10854,naaa1245,Na,nbt,Eurasia,27.791,96.163
10855,naab1241,Naaba,nao,Eurasia,27.6926,87.3409
10857,malf1237,Na'ahai,mlx,Papunesia,-16.5499,167.509
10859,naas1242,Naasioi,nas,Papunesia,-6.46022,155.632
10860,naba1253,Naba,mne,Africa,12.7868,18.0777
10861,naba1256,Nabak,naf,Papunesia,-6.42709,146.966
10865,kuri1260,Nabi,nbn,Papunesia,-2.80683,134.098
10866,nabi1239,Nabi-Metan,mty,Papunesia,-3.52828,142.329
10869,nach1240,Nachering,ncd,Eurasia,27.4202,86.7001
10870,nade1244,Nadëb,mbj,South America,-1.24449,-66.3068
10873,nafa1258,Nafaanra,nfr,Africa,8.00522,-2.51001
10877,nafi1237,Nafi,srf,Papunesia,-6.43306,146.815
10878,nafr1241,Nafri,nxx,Papunesia,-2.65036,140.727
10879,nafu1238,Nafusi,jbn,Africa,33.4398,9.83329
10887,naga1394,Naga Pidgin,nag,Eurasia,25.2508,93.4438
10889,naga1399,Nagarchal,nbg,Eurasia,25.5399,75.8519
10894,nage1237,Nage,nxe,Papunesia,-8.70513,121.31
10904,nagu1244,Nagumi,ngv,Africa,8.7162,13.4264
10906,naha1261,Nahali-Baglani,nlx,Eurasia,21.43,74.827
10907,naha1262,Nahari,nhh,Eurasia,20.4118,81.97747
10911,sout2857,Nahavaq,sns,Papunesia,-16.5116,167.477
10914,sout2973,"Nahuatl, Southeastern Puebla",npl,North America,18.39688,-97.12655
10916,naii1241,Nai,bio,Papunesia,-3.73034,141.273
10924,bond1248,Najanga-Kindige,dbu,Africa,14.9066,-3.32636
10925,najd1235,Najdi Arabic,ars,Eurasia,30.3371,42.1773
10930,naka1263,Naka'ela,nae,Papunesia,-2.85543,128.516
10931,naka1265,Nakai,nkj,Papunesia,-5.19377,140.512
10932,naka1264,Nakama,nib,Papunesia,-6.41424,146.782
10933,naka1262,Nakanai,nak,Papunesia,-5.59931,150.888
10934,naka1260,Nakara,nck,Australia,-12.07653,134.32729
10935,nake1240,Nake,nbk,Papunesia,-5.09087,145.655
10937,naki1238,Naki,mff,Africa,6.62784,10.2378
10938,nakw1240,Nakwi,nax,Papunesia,-4.27412,141.601
10940,nalc1240,Nalca,nlc,Papunesia,-4.26068,139.883
10943,nali1245,Nali,nss,Papunesia,-2.14273,147.202
10945,nali1244,Nalik,nal,Papunesia,-2.94411,151.332
10946,nalo1235,Nalögo,nlz,Papunesia,-10.8,165.8
10947,nalu1240,Nalu,naj,Africa,11.0397,-14.8188
10948,nalu1239,Naluo Yi,ylo,Eurasia,25.97,102.598
10951,nama1268,Namakura,nmk,Papunesia,-16.8979,168.569
10952,litz1237,Naman,lzl,Papunesia,-16.1331,167.415
10953,nama1264,Nama (Namibia),naq,Africa,-25.0747,17.9767
10954,nama1266,Nama (Papua New Guinea),nmx,Papunesia,-8.66403,141.706
10955,nama1267,Namat,nkm,Papunesia,-8.827,141.641
10961,namb1293,Nambo,ncm,Papunesia,-8.74501,141.931
10964,namb1291,Nambya,nmq,Africa,-19.0899,26.0394
10965,name1237,Ná-Meo,neo,Eurasia,22.4189,106.435
10967,nami1256,Namia,nnm,Papunesia,-3.85538,141.788
10968,nami1258,Namiae,nvm,Papunesia,-9.18089,148.166
10969,nami1249,Namibian Sign Language,nbs,Africa,-22.6,17.048
10971,naml1240,Namla,naa,Papunesia,-3.58,140.66
10974,namo1246,Namo,mxw,Papunesia,-9.12416,141.824
10976,namo1247,Namonuito,nmt,Papunesia,8.584627,149.685202
10977,namo1248,Namosi-Naitasiri-Serua,bwb,Papunesia,-18.5308,177.637
10982,namu1246,Namuyi,nmy,Eurasia,28.5909,101.898
10986,nana1257,Nanai,gld,Eurasia,48.4343,134.797
10989,nanc1253,Nancere,nnc,Africa,9.31975,16.1282
10993,nand1264,Nande,nnb,Africa,-0.24904,29.0243
10994,nand1266,Nandi,niq,Africa,0.793737,35.408478
10995,nane1238,Nanerigé Sénoufo,sen,Africa,11.7548,-4.92148
10997,nang1261,Nanga,nzz,Africa,14.49,-3.02
11000,nang1262,Nanggu,ngr,Papunesia,-10.7441,165.887
11001,nang1259,Nangikurrunggurr,nam,Australia,-14.268,131.237
11002,bedj1245,Nangnda,bjv,Africa,8.60006,17.2691
11008,nank1250,Nankina,nnk,Papunesia,-5.80804,146.464
11014,nant1250,Nanti,cox,South America,-12.1018,-72.3507
11015,nant1249,Nanticoke,nnt,North America,39.67781,-74.98648
11016,nanu1240,Nanubae,afk,Papunesia,-4.71731,143.937
11026,napo1242,Napo Lowland Quechua,qvo,South America,-0.072525,-76.3889
11027,napu1241,Napu,npy,Papunesia,-1.43707,120.338
11030,nara1262,Nara,nrb,Africa,15.3251,37.499
11031,nara1264,Narak,nac,Papunesia,-5.5591,144.754
11033,nara1263,Narango,nrg,Papunesia,-15.5259,167.047
11034,nara1265,Narau,nxu,Papunesia,-3.43594,139.876
11036,nari1240,Narim,loh,Africa,4.80331,33.3312
11038,naro1249,Naro,nhr,Africa,-22.0939,20.7458
11039,naro1251,Narom,nrm,Papunesia,4.42115,114.011
11041,narp1239,Nar Phu,npa,Eurasia,28.76714,84.22852
11043,narr1259,Narrinyeri,nay,Australia,-36.2301,140.158
11044,naru1238,Narungga,nnr,Australia,-34.69,137.535
11048,nasa1240,Nasarian,nvh,Papunesia,-16.3497,167.414
11051,nask1242,Naskapi,nsk,North America,55.9316,-61.1318
11054,nata1238,Natagaimas,nts,South America,4.16665,-75.0333
11056,nata1252,Natanzi,ntz,Eurasia,33.4593,51.9538
11058,nata1254,Nataoran Amis,ais,Papunesia,23.9386,121.59
11061,natc1249,Natchez,ncz,North America,31.75,-91.33
11062,nate1242,Nateni,ntm,Africa,10.5191,1.21879
11063,nath1238,Nathembo,nte,Africa,-16.0973,39.9062
11065,nati1243,Natioro,nti,Africa,10.7176,-5.19517
11067,natu1246,Natügu,ntu,Papunesia,-10.6771,165.835
11068,natu1249,Natügu (Retired),stc,Papunesia,-10.6771,165.835
11071,naue1237,Nauete,nxa,Papunesia,-8.70733,126.741
11072,nauk1242,Naukan Yupik,ynk,Eurasia,65.5184,-171.755
11074,naun1237,Nauna,ncn,Papunesia,-2.21213,148.201
11075,nauo1235,Nauo,nwo,Australia,-33.79661078,135.828014
11077,naur1243,Nauru,nau,Papunesia,-0.52957,166.922
11079,nava1243,Navajo,nav,North America,36.2106,-110.082
11082,navu1237,Navut,nsw,Papunesia,-15.3169,166.798
11087,nawa1258,Nawaru,nwr,Papunesia,-9.37935,148.237
11088,nawa1259,Nawathinehena,nwa,North America,41.316,-104.45
11089,nawd1238,Nawdm,nmz,Africa,7.17037,0.58553
11090,nawu1242,Nawuri,naw,Africa,8.45116,0.04947
11093,naxi1245,Naxi,nxq,Eurasia,27.4599,100.182
11094,naxi1246,Naxi (Retired),nbf,Eurasia,27.45988,100.18172
11096,nayi1243,Nayi,noz,Africa,6.88202,36.3813
11097,nayi1242,Nayini,nyq,Eurasia,34.2212,53.521
11099,ncan1245,Ncane,ncr,Africa,6.50696,10.5312
11102,nchu1238,Nchumbulu,nlu,Africa,7.6302,-1.30881
11104,ndai1238,Ndai,gke,Africa,8.09039,14.2888
11105,ndak1241,Ndaka,ndk,Africa,1.53341,27.9693
11106,ndak1242,Ndaktup,ncp,Africa,6.7,11.03
11107,ndal1241,Ndali,ndh,Africa,-9.88948,33.6118
11109,ndam1251,Ndam,ndm,Africa,9.79369,17.326
11110,ndam1239,Ndamba,ndj,Africa,-8.40485,36.0271
11111,ndam1254,Ndambomo,nxo,Africa,-0.82,12.77
11114,ndan1241,Nda'nda',nnz,Africa,5.14715,10.3942
11116,ndas1238,Ndasa,nda,Africa,-2.449015,13.369465
11117,ndau1241,Ndau,ndc,Africa,-20.1239,33.1739
11120,ndeg1238,Nde-Gbite,ned,Africa,7.065,10.47
11124,ndem1249,Ndemli,nml,Africa,4.58061,10.2197
11126,nden1249,Ndendeule,dne,Africa,-10.4203,36.0105
11127,nden1248,Ndengereko,ndg,Africa,-7.54628,38.958
11128,nden1250,Nde-Nsele-Nta,ndd,Africa,6.17426,8.49836
11136,ndin1245,Nding,eli,Africa,10.2741,30.7306
11141,ndoo1242,Ndo,ndp,Africa,2.68546,30.5652
11142,ndob1238,Ndobo,ndw,Africa,1.32539,18.6151
11143,ndoe1238,Ndoe,nbb,Africa,6.08134,8.69131
11145,ndog1248,Ndogo,ndz,Africa,7.73028,27.5588
11152,ndol1238,Ndolo,ndl,Africa,2.15101,19.4087
11153,ndom1245,Ndom,nqm,Papunesia,-7.93553,138.019
11154,ndom1244,Ndombe,ndq,Africa,-12.96548,13.37097
11155,ndon1252,Ndonde Hamba,njd,Africa,-10.5584,38.1253
11156,ndon1254,Ndonga,ndo,Africa,-17.6417,19.1631
11159,ndoo1241,Ndoola,ndr,Africa,7.2884,11.3096
11163,ndug1245,Nduga,ndx,Papunesia,-4.34043,138.411
11166,ndum1239,Ndumu,nmd,Africa,-1.67033,13.7279
11167,ndun1251,Ndunda,nuh,Africa,6.73205,11.11047
11169,ndun1249,Ndunga,ndt,Africa,2.3886,21.5755
11170,ahwa1235,Ndunic,nfd,Africa,9.17635,8.56205
11172,ndut1239,Ndut,ndv,Africa,14.925,-16.9811
11176,ndyu1241,Ndyuka-Trio Pidgin,njt,South America,2.94789,-56.0182
11177,ndzw1235,Ndzwani Comorian,wni,Africa,-12.2123,44.3709
11183,nede1245,Nedebang,nec,Papunesia,-8.28776,124.192
11187,nefa1235,Nefamese,nef,Eurasia,27.688,96.349
11188,nege1244,Negerhollands,dcr,North America,18.3416,-64.8922
11190,nege1240,Negeri Sembilan Malay,zmi,Eurasia,2.66503,102.291
11191,negi1245,Negidal,neg,Eurasia,52.9658,139.206
11194,neha1247,Nehan,nsn,Papunesia,-4.56875,154.2
11197,nekk1240,Nek,nif,Papunesia,-6.37697,146.841
11199,nekg1240,Nekgini,nkg,Papunesia,-5.64364,146.253
11200,neko1240,Neko,nej,Papunesia,-5.60034,146.306
11201,neku1237,Neku,nek,Papunesia,-21.6524,165.578
11205,neme1244,Neme,nex,Papunesia,-8.44877,141.849
11207,nemi1240,Nemi,nem,Papunesia,-20.6791,164.797
11208,nenn1238,Nen,nqn,Papunesia,-8.62183,142.032
11209,nend1239,Nend,anh,Papunesia,-5.04271,144.886
11211,neng1238,Nengone,nen,Papunesia,-21.5305,167.964
11218,nepa1250,Nepalese Sign Language,nsp,Eurasia,27.6993,85.3041
11220,nepa1253,Nepali Kurux,kxl,Eurasia,26.72057,86.00255
11226,nete1240,Nete,net,Papunesia,-5.02368,143.029
11227,lore1244,Nethalp,lnn,Papunesia,-15.19852,167.03645
11233,vinm1237,Neve'ei,vnm,Papunesia,-16.2253,167.427
11234,ling1265,Neverver,lgk,Papunesia,-16.1986,167.499
11236,newc1244,New Caledonian Javanese,jas,Papunesia,-22.3001,166.445
11241,newz1236,New Zealand Sign Language,nzs,Papunesia,-39.2923,175.773
11243,neyo1238,Neyo,ney,Africa,4.95048,-6.08043
11244,nezp1238,Nez Perce,nez,North America,46.3073,-116.408
11246,ngaa1240,Ngaanyatjarra,ntj,Australia,-25.7514,127.602
11247,ngab1239,Ngäbere,gym,North America,8.8251,-82.3911
11248,ngad1261,Ngad'a,nxg,Papunesia,-8.79508,120.976
11251,ngad1258,Ngadjunmaya,nju,Australia,-32.02447,124.46601
11253,ngai1241,Ngaing,nnf,Papunesia,-5.6513,146.343
11254,ngaj1237,Ngaju,nij,Papunesia,-1.58463,112.794
11255,ngal1300,Ngala,nud,Papunesia,-4.26628,142.5
11256,ngal1291,Nga La,hlt,Eurasia,23.312,92.83
11258,ngal1293,Ngalakan,nig,Australia,-14.4281,134.716
11263,ngal1292,Ngalkbun,ngk,Australia,-13.9783,133.936
11265,ngal1298,Ngalum,szb,Papunesia,-4.67682,141.03
11266,ngam1269,Ngam,nmc,Africa,8.25957,18.4648
11267,ngam1267,Ngamambo,nbv,Africa,5.87975,10.0779
11268,ngam1268,Ngambay,sba,Africa,8.57051,15.414
11273,ngam1265,Ngamini-Yarluyandi-Karangura,nmv,Australia,-27.1797,138.701
11274,ngam1282,Ngamo,nbh,Africa,12.0048,11.2108
11277,ngan1291,Nganasan,nio,Eurasia,73.1354,86.2106
11278,ngan1295,Ngandi,nid,Australia,-12.8448,134.649
11279,ngan1304,Ngando (Central African Republic),ngd,Africa,3.71666,17.6499
11281,ngan1302,Ngando-Lalia,nxd,Africa,-0.14363,22.6231
11282,ngan1300,Ngandyera,nne,Africa,-16.6359,21.1928
11283,ngan1299,Ngangam,gng,Africa,10.2523,0.70509
11288,ngan1296,Nganyaywana,nyx,Australia,-29.581,151.313
11296,ngar1235,Ngarinman,nbj,Australia,-15.4661,130.651
11297,ngar1284,Ngarinyin,ung,Australia,-16.4006,126.433
11298,ngar1296,Ngarla,nrk,Australia,-20.20748,119.30579
11300,ngar1287,Ngarluma,nrl,Australia,-20.9235,117.203
11303,ngas1240,Ngas,anc,Africa,9.32042,9.46146
11304,ngas1238,Ngasa,nsg,Africa,-2.97716,37.528
11306,ngat1248,Ngatik Men's Creole,ngm,Papunesia,5.78748,157.156112
11308,ngaw1239,Ngawn Chin,cnw,Eurasia,21.93031,93.58348
11309,ngaw1240,Ngawun,nxn,Australia,-19.4484,141.471
11312,ngaz1238,Ngazidja Comorian,zdj,Africa,-11.6129,43.36
11313,ngba1284,Ngbaka Ma'bo,nbm,Africa,4.0,18.12
11314,ngba1287,Ngbaka Manza,ngg,Africa,5.30167,18.4119
11315,ngba1285,Ngbaka Minagende,nga,Africa,2.98887,18.994
11319,ngbe1238,Ngbee,jgb,Africa,3.60447,27.6529
11320,ngbi1238,Ngbinda,nbd,Africa,3.27251,23.5669
11322,ngbu1241,Ngbundu,nuu,Africa,3.82245,18.7183
11324,ngel1238,Ngelima,agh,Africa,1.81314,24.8754
11325,ngem1255,Ngemba,nge,Africa,5.97864,10.1469
11329,shar1244,Ngen,ssv,Papunesia,-15.3549,167.136
11331,ngen1257,Ngendelengo,nql,Africa,-13.88747,13.12802
11337,nget1241,Ngete,nnn,Africa,9.31902,15.29053
